10	300
Jason_Kidd	6	1008
Jelena_Dokic	1	1002
Jelena_Dokic	2	1004
Jelena_Dokic	2	1008
Jelena_Dokic	3	1004
Jelena_Dokic	4	1005
Jelena_Dokic	4	1007
Jelena_Dokic	4	1008
Jelena_Dokic	5	1006
Jelena_Dokic	7	1008
Jennifer_Connelly	1	1003
Jennifer_Connelly	1	1004
Jennifer_Connelly	2	1004
Jennifer_Connelly	3	1004
Jennifer_Keller	1	1004
Jennifer_Keller	3	1004
Jennifer_Reilly	1	1002
Jennifer_Thompson	1	1002
Jim_Hahn	1	1003
Jim_Hahn	1	1004
Jim_Hahn	3	1004
Johnny_Carson	1	1002
Jorge_Batlle	1	1002
Jorge_Batlle	1	1003
Jorge_Rodolfo_Canicoba_Corral	1	1002
Juan_Ignacio_Chela	1	1002
Juan_Ignacio_Chela	1	1003
Juan_Ignacio_Chela	2	1003
Justin_Gatlin	1	1002
Karen_Mok	1	1002
Katie_Harman	1	1002
Katie_Harman	1	1003
Katie_Harman	2	1003
Kenneth_Branagh	1	1002
Kevin_Costner	1	1003
Kevin_Costner	2	1006
Kevin_Costner	2	1008
Kevin_Costner	6	1008
Larry_Lindsey	1	1002
Leonardo_DiCaprio	3	1007
Leonardo_DiCaprio	5	1006
Leonardo_DiCaprio	6	1008
Lindsay_Davenport	2	1010
Lindsay_Davenport	5	1009
Lisa_Ling	1	1002
Lucy_Liu	2	1004
Lucy_Liu	2	1005
Lucy_Liu	3	1005
Manfred_Stolpe	1	1002
Maria_Luisa_Mendonca	1	1002
Mario_Kreutzberger	1	1002
Melissa_Etheridge	1	1002
Michael_Jordan	1	1002
Michael_Jordan	1	1003
Michael_Jordan	2	1004
Mikhail_Youzhny	1	1002
Mitchell_Daniels	1	1002
Mitchell_Daniels	1	1004
Mitchell_Daniels	3	1004
Mohammad_Khatami	1	1005
Mohammad_Khatami	3	1009
Mohammad_Khatami	8	1010
Monique_Garbrecht-Enfeldt	1	1003
Natalie_Maines	2	1005
Natalie_Maines	4	1005
Nelson_Mandela	1	1003
Norodom_Sihanouk	1	1003
Norodom_Sihanouk	2	1003
Osama_bin_Laden	2	1004
Osama_bin_Laden	3	1004
Oxana_Fedorova	1	1002
Peter_Bacanovic	1	1002
Philippe_Noiret	1	1002
Placido_Domingo	1	1002
Placido_Domingo	2	1003
Prince_William	1	1002
Princess_Aiko	1	1002
Priscilla_Presley	1	1002
Richard_Haass	1	1002
Richard_Shelby	1	1002
Rick_Barnes	1	1002
Rick_Barnes	1	1003
Rick_Dinse	1	1003
Rick_Dinse	2	1003
Rio_Ferdinand	1	1002
Rita_Grande	1	1002
Rita_Grande	2	1003
Robin_McLaurin_Williams	1	1002
Saddam_Hussein	2	1004
Saddam_Hussein	2	1010
Saddam_Hussein	3	1011
Saddam_Hussein	6	1009
Sally_Field	1	1002
Salma_Hayek	1	1010
Salma_Hayek	1	1011
Sandra_Bullock	1	1003
Sandra_Bullock	1	1004
Sandra_Bullock	2	1004
Sandra_Bullock	3	1004
Sarah_Hughes	1	1006
Sarah_Hughes	2	1005
Sarah_Hughes	3	1005
Sarah_Hughes	4	1006
Sharon_Frey	1	1002
Silvio_Berlusconi	6	1030
Silvio_Berlusconi	8	1023
Silvio_Berlusconi	13	1021
Silvio_Berlusconi	17	1029
Silvio_Berlusconi	18	1025
Silvio_Berlusconi	23	1028
Silvio_Berlusconi	24	1030
Silvio_Berlusconi	26	1032
Spencer_Abraham	3	1017
Steffi_Graf	2	1005
Steffi_Graf	3	1004
Steven_Spielberg	1	1005
Steven_Spielberg	1	1006
Steven_Spielberg	3	1006
Steven_Spielberg	4	1006
Steven_Spielberg	4	1007
Steven_Spielberg	6	1007
Theresa_May	1	1002
Theresa_May	2	1003
Tippi_Hedren	1	1002
Todd_Haynes	1	1002
Todd_Haynes	1	1003
Todd_Haynes	1	1004
Todd_Haynes	2	1004
Tony_Blair	18	1086
Tony_Blair	32	1048
Tony_Blair	32	1110
Tony_Blair	53	1102
Tony_Blair	91	1134
Tony_Blair	92	1133
Tony_Blair	105	1121
Vicente_Fox	4	1030
Vicente_Fox	9	1016
Vicente_Fox	11	1017
Vicente_Fox	15	1030
Vojislav_Kostunica	1	1003
Vojislav_Kostunica	2	1004
Vojislav_Kostunica	4	1007
Vojislav_Kostunica	5	1007
Walter_Mondale	1	1006
Walter_Mondale	1	1007
Walter_Mondale	5	1007
Walter_Mondale	6	1008
Walter_Mondale	7	1009
Wang_Yingfan	2	1003
William_Bratton	1	1003
William_Donaldson	1	1005
William_Donaldson	3	1005
William_Donaldson	4	1006
Xavier_Malisse	1	1003
Xavier_Malisse	3	1004
Xavier_Malisse	3	1005
Yevgeny_Kafelnikov	1	1004
Zarai_Toledo	1	1002
Adolfo_Rodriguez_Saa	1	Dave_Odom	1001
Adolfo_Rodriguez_Saa	1	Nancy_Powell	1001
Adrien_Brody	3	Damon_Dash	1001
Ahmed_Ahmed	1	Mike_Smith	1001
Al_Sharpton	5	Cole_Chapman	1001
Alberto_Sordi	1	James_Cameron	1002
Alejandro_Lerner	1	Jesper_Parnevik	1001
Alejandro_Lerner	1	TA_McLendon	1001
Alex_Penelas	1	Robin_Johansen	1001
Alex_Penelas	2	Gretchen_Mol	1001
Alexandra_Stevenson	3	Ronde_Barber	1001
Ali_Adbul_Karim_Madani	1	Carey_Lowell	1001
Ali_Mohammed_Maher	1	Isabela_Moraes	1001
Ali_Mohammed_Maher	1	Isidro_Pastor	1001
Alicia_Silverstone	2	Jennifer_Thompson	1001
Alicia_Silverstone	2	Jonathan_Tiomkin	1001
Alicia_Silverstone	2	Serge_Tchuruk	1001
Andre_Agassi	31	Boris_Jordan	1001
Andre_Techine	1	Lloyd_Richards	1001
Andy_Benes	1	Doug_Moe	1001
Andy_Benes	1	Mitar_Rasevic	1001
Andy_Bryant	1	Mike_Slive	1001
Anna_Kournikova	8	Colin_Farrell	1001
Anne_ONeil	1	Sophie	1001
Anthony_Lee_Johnson	1	Dave_Williams	1001
Arnold_Palmer	1	Stephanie_Zimbalist	1001
Arnold_Palmer	3	Charles_Kartman	1001
Aron_Ralston	1	Bill_Fennelly	1001
Bart_Hendricks	1	Philippe_Noiret	1001
Ben_Kingsley	1	Daryl_Hannah	1001
Ben_Kingsley	1	Jean_Nagel	1001
Ben_Kingsley	1	Perry_Farrell	1001
Benjamin_Neulander	1	Robin_Tunney	1001
Bernardo_Segura	1	Debra_Shank	1001
Bernardo_Segura	2	Douglas_Paal	1001
Bernardo_Segura	2	Jeanette_Stauffer	1001
Bill_Pryor	1	Ronde_Barber	1001
Bob_Melvin	1	Richard_Hamilton	1001
Bob_Stoops	3	Wayne_Allard	1001
Bobby_Jackson	1	Bruce_Gebhardt	1001
Bobby_Jackson	1	JP_Suarez	1001
Bobby_Jackson	1	Madge_Overhouse	1001
Bobby_Jackson	1	Nicola_Wells	1001
Bobby_Robson	1	Rollie_Massimino	1001
Bode_Miller	1	David_Howard	1001
Bode_Miller	1	Steffi_Graf	1001
Boris_Jordan	1	Kim_Weeks	1001
Boris_Jordan	1	Vincent_Sombrotto	1001
Brad_Alexander_Smith	1	Jason_Alexander	1002
Brad_Alexander_Smith	1	Kate_Lee	1001
Brad_Alexander_Smith	1	Tatiana_Gratcheva	1001
Brandon_Webb	1	Helmut_Panke	1001
Brandon_Webb	1	Larry_Hahn	1001
Brandon_Webb	1	Ryan_Leaf	1001
Brennon_Leighton	1	Laurel_Clark	1001
Brett_Hawke	1	Teri_Files	1001
Bruce_Gebhardt	1	Jean-Luc_Bideau	1001
Bruce_Gebhardt	1	Masao_Azuma	1001
Bryan_Cooley	1	Katie_Harman	1003
Bryan_Murray	1	Eric_Schacht	1001
Bryan_Murray	1	Mikhail_Youzhny	1001
Bryan_Murray	1	Mitchell_Daniels	1002
Camille_Colvin	1	Irina_Yatchenko	1001
Carey_Lowell	1	Charlie_Coles	1001
Carl_Pope	1	Larry_Hahn	1001
Carolina_Barco	1	Daryl_Hannah	1001
Carolina_Barco	1	Lindsay_Davenport	1022
Carolina_Barco	1	Norodom_Sihanouk	1001
Caroline_Kennedy	3	Henry_Suazo	1001
Catherine_Bell	1	Guillaume_Cannet	1001
Catherine_Zeta-Jones	10	Pier_Ferdinando_Casini	1001
Catherine_Zeta-Jones	11	Hayley_Tullett	1002
Celso_Amorim	2	Juljia_Vysotskij	1001
Celso_Amorim	2	Kevin_Costner	1001
Celso_Amorim	2	Thomas_Stewart	1001
Chanda_Rubin	3	Richard_Tubb	1001
Chante_Jawan_Mallard	1	Stephen_Glassroth	1001
Chante_Jawan_Mallard	1	Vicente_Fox	1023
Charles_Bronson	2	Hu_Jintao	1004
Charles_Kartman	1	Debra_Shank	1001
Charles_Schumer	2	James_Watt	1001
Charles_Schumer	2	Justin_Gatlin	1002
Charles_Schumer	2	Lionel_Chalmers	1001
Chris_Rock	2	Dalai_Lama	1001
Christine_Baumgartner	2	Vincent_Sombrotto	1001
Christine_Baumgartner	3	Lars_Burgsmuller	1001
Chyung_Dai-chul	1	Dan_Reeves	1001
Cindy_Moll	1	Daniel_Radcliffe	1003
Cindy_Moll	1	James_McPherson	1001
Cindy_Moll	1	Robin_Johansen	1001
Claire_De_Gryse	1	Deb_Santos	1001
Claire_Tomalin	1	Steve_Case	1001
Clay_Campbell	1	Leonardo_DiCaprio	1002
Cole_Chapman	1	Marisol_Martinez_Sambran	1001
Colin_Phillips	1	Ian_McKellen	1003
Colin_Phillips	1	Lloyd_Richards	1001
Colin_Prescot	1	Laurie_Hobbs	1001
Connie_Freydell	1	Tommy_Maddox	1001
Craig_OClair	1	Steve_Avery	1001
Damarius_Bilbo	1	Juljia_Vysotskij	1001
Damon_Dash	1	Henry_Suazo	1001
Daniel_Comisso_Urdaneta	1	Larry_Ralston	1001
Daniel_Radcliffe	3	Diane_Green	1002
Daniel_Radcliffe	3	Rick_Barnes	1002
Daniel_Radcliffe	3	Vicente_Fox	1032
Dany_Heatley	1	Richard_Parsons	1001
Dany_Heatley	1	Terry_Hoeppner	1001
Dave_Odom	1	Maritza_Macias_Furano	1001
David_Beckham	22	Laura_Morante	1001
David_Duval	1	Philippe_Noiret	1002
David_Ho	1	Doug_Moe	1001
David_Ho	1	Erskine_Bowles	1001
David_Ho	1	Evander_Holyfield	1001
David_Howard	1	Hugo_Conte	1001
Denzel_Washington	4	Henry_Suazo	1001
Des_Brown	1	Eliott_Spitzer	1001
Des_Brown	1	Svetislav_Pesic	1001
Diana_Ross	1	Rick_Rickert	1001
Dianne_Feinstein	3	Dwayne_Johnson	1002
Dick_Clark	3	Manfred_Stolpe	1001
Dino_Risi	1	Gabriel_Farhi	1001
Doc_Rivers	1	Melissa_Joan_Hart	1001
Dominick_Dunne	1	Nicoletta_Braschi	1001
Don_Flanagan	1	Ed_Sullivan	1001
Don_Flanagan	1	Ratna_Sari_Dewi_Sukarno	1001
Donald_Keyser	1	Salma_Hayek	1002
Douglas_Paal	1	Ed_Sullivan	1001
Douglas_Paal	1	Richard_Hamilton	1001
Dusty_Baker	1	Saddam_Hussein	1002
Ed_Rendell	1	Jamie_Dimon	1001
Ed_Rendell	1	Richard_Cohen	1001
Eddie_Murray	1	Kevin_Costner	1007
Elaine_Stritch	1	Richard_Parsons	1001
Elena_Tihomirova	1	Mike_Slive	1001
Elena_Tihomirova	1	Mohammed_Abu_Sharia	1001
Eric_Schacht	1	Jennifer_Keller	1002
Erik_Morales	3	Werner_Schlager	1001
Erin_Brockovich	1	Henry_Suazo	1001
Erin_Brockovich	1	Mike_Carona	1001
Evan_Rachel_Wood	1	Sharon_Frey	1001
Evander_Holyfield	1	Julio_Rossi	1001
Evander_Holyfield	1	Michael_Jordan	1003
Evander_Holyfield	1	Mike_Carona	1001
Fatmir_Limaj	1	Todd_Haynes	1004
Felicity_Huffman	1	Nelson_Acosta	1001
Felipe_De_Borbon	1	Jose_Bove	1001
Frank_Cassell	2	Jesper_Parnevik	1001
Frank_Cassell	3	Ronde_Barber	1001
Fred_Durst	1	Marisol_Martinez_Sambran	1001
Fred_Durst	1	Shavon_Earp	1001
Fujio_Cho	1	Javier_Vargas	1001
Fujio_Cho	2	Tatsuya_Fuji	1001
Fujio_Cho	3	Michael_Brandon	1001
Fujio_Cho	6	Olene_Walker	1001
Gabriel_Farhi	1	Lars_Burgsmuller	1001
Gao_Qiang	2	Kenneth_Brill	1001
Gary_Stevens	1	Wanda_Ilene_Barzee	1001
Geoff_Hoon	1	Osama_bin_Laden	1003
Geoff_Hoon	3	Richard_Tubb	1001
Geoff_Hoon	5	Thomas_Stewart	1001
George_Brumley	1	Manfred_Stolpe	1001
George_Brumley	1	Ryan_Leaf	1001
George_Brumley	2	Sergei_Yushenkov	1001
George_Papandreou	2	Tatiana_Panova	1001
George_Papandreou	4	Larry_Lindsey	1002
George_Papandreou	4	Paul_LeClerc	1001
Ghassan_Elashi	1	Rick_Rickert	1001
Gloria_Allred	2	Roman_Tam	1001
Greg_Kinsey	1	Priscilla_Presley	1001
Greg_Ostertag	2	Kevin_Costner	1006
Greg_Owen	1	Mark_Sisk	1001
Greg_Owen	2	Mike_Smith	1001
Gretchen_Mol	1	Isabella_Rossellini	1002
Gunilla_Backman	1	Kathleen_Abernathy	1001
Hanan_Ashrawi	1	Mario_Kreutzberger	1002
Hans_Leistritz	1	Saddam_Hussein	1018
Hans_Leistritz	1	Sue_Grafton	1001
Hans_Peter_Briegel	1	Theresa_May	1002
Harriet_Lessy	1	Mike_Carona	1001
Harry_Kalas	2	Joe_Strummer	1001
Harry_Kalas	2	Lewis_Booth	1001
Hayley_Tullett	1	Ian_McKellen	1001
Henry_Suazo	1	Ratna_Sari_Dewi_Sukarno	1001
Hernan_Crespo	1	Ronde_Barber	1001
Hiroyuki_Yoshino	1	Rollie_Massimino	1001
Hu_Jintao	6	Jerome_Jenkins	1001
Hugh_Jessiman	1	Solomon_Passy	1001
Hugh_Jessiman	1	TA_McLendon	1001
Hugo_Conte	1	Laurent_Woulzy	1001
Irina_Yatchenko	1	Katie_Harman	1002
Isidro_Pastor	1	Mark_Butcher	1001
Ismail_Merchant	1	Mack_Brown	1002
Ismail_Merchant	2	Kathleen_Abernathy	1001
Ivan_Helguera	1	William_Donaldson	1004
Iveta_Benesova	1	Jacques_Chirac	1050
Jacques_Chirac	20	Tzipora_Obziler	1001
Jacques_Chirac	35	Richard_Shelby	1002
James_Cameron	1	Richard_Shelby	1002
James_McGreevey	1	Katie_Harman	1002
James_McGreevey	1	Tzipora_Obziler	1001
James_Sensenbrenner	1	Jimmy_Smits	1001
James_Sensenbrenner	1	Maria_Shkolnikova	1001
James_Watt	1	Priscilla_Presley	1002
Jamie_Dimon	1	Robert_Korzeniowski	1001
Jason_Alexander	1	Mike_Maroth	1001
Jason_Alexander	1	Wayne_Allard	1001
Jason_Kidd	7	Louisa_Baileche	1001
Javier_Vargas	1	Jesse_Helms	1001
Jeanette_Gray	1	Keith_Fotta	1001
Jeanette_Stauffer	1	Marie-Josee_Croze	1001
Jeffrey_Donaldson	1	Leonardo_DiCaprio	1008
Jeffrey_Donaldson	1	Peter_Bacanovic	1001
Jennifer_Connelly	4	Martin_Bandier	1001
Jesper_Parnevik	1	Justin_Gatlin	1002
Jimmy_Smits	1	Robin_Johansen	1001
Jimmy_Smits	1	Shane_Hmiel	1001
Joe_Crede	1	Tom_DeLay	1001
John_Burkett	1	Leonardo_DiCaprio	1002
John_McKay	1	Mary_Sue_Coleman	1001
Johnny_Hallyday	1	Olene_Walker	1001
Jonathan_Tiomkin	1	Rita_Grande	1002
Jorge_Rodolfo_Canicoba_Corral	1	Wayne_Allard	1001
Jose_Bove	1	Juergen_Trittin	1001
Juljia_Vysotskij	1	Patrick_Coleman	1001
Kate_Lee	1	Toshimitsu_Motegi	1001
Kathie_Louise_Saunders	1	Roberto_Lavagna	1001
Kathie_Louise_Saunders	1	Rosalyn_Carter	1001
Kenneth_Branagh	1	Pinar_del_Rio	1001
Kevin_Costner	5	Stephen_Glassroth	1001
Khader_Rashid_Rahim	1	Richard_Cohen	1001
Khalid_Khannouchi	1	Werner_Schlager	1001
Kim_Su_Nam	1	Todd_Haynes	1004
Kim_Weeks	1	Marie-Josee_Croze	1001
Kimora_Lee	1	Robin_Johansen	1001
Kurt_Suzuki	1	Scott_Hoch	1001
Larry_Lindsey	1	Wanda_Ilene_Barzee	1001
Larry_Ralston	1	Richard_Carl	1001
Larry_Ralston	1	William_Donaldson	1006
Larry_Ralston	1	Willie_Wilson	1001
Laurel_Clark	1	Laurent_Woulzy	1001
Laurel_Clark	1	Priscilla_Presley	1001
Leandrinho_Barbosa	1	Melissa_Joan_Hart	1001
Leandrinho_Barbosa	1	Olene_Walker	1001
Leon_Barmore	1	Sachin_Tendulkar	1001
Leon_Barmore	1	Yusaku_Miyazato	1001
Leonard_Schrank	1	Marie_Haghal	1001
Leonard_Schrank	1	Rick_Rickert	1001
Linda_Franklin	1	Melissa_Joan_Hart	1001
Lindsay_Davenport	1	Martin_Burnham	1001
Lindsay_Davenport	17	Oxana_Fedorova	1003
Lionel_Chalmers	1	Mohammad_Fares	1001
Lisa_Ling	2	Mike_Maroth	1001
Lucy_Liu	3	Prince_William	1001
Maria_Luisa_Mendonca	2	Stephane_Delajoux	1001
Maria_Luisa_Mendonca	2	Terunobu_Maeda	1001
Maria_Shkolnikova	1	Martin_Rodriguez	1001
Mariana_Ohata	1	Xavier_Malisse	1003
Mario_Kreutzberger	1	Shavon_Earp	1001
Mario_Kreutzberger	2	Raul_Cubas	1001
Maritza_Macias_Furano	1	Qusai_Hussein	1001
Mark_Butcher	1	Scott_Hoch	1001
Mark_Sisk	1	Mehdi_Baala	1001
Mark_Sisk	1	Stephen_Swindal	1001
Masao_Azuma	1	Mikhail_Kalashnikov	1001
McGuire_Gibson	1	Richard_Haass	1001
Mehdi_Baala	1	Steve_Avery	1001
Melissa_Joan_Hart	1	Mikhail_Kalashnikov	1001
Melissa_Joan_Hart	1	Sue_Grafton	1001
Michael_Brandon	1	Toshimitsu_Motegi	1001
Michael_Shelby	1	Olene_Walker	1001
Michel_Kratochvil	1	Sheldon_Silver	1001
Mike_Eskew	1	Zarai_Toledo	1001
Mike_OConnell	1	Roberto_Lavagna	1001
Mike_Sherman	1	Natalie_Maines	1003
Mike_Sherman	1	Paige_Fitzgerald	1001
Milt_Heflin	1	Pier_Ferdinando_Casini	1001
Nicholoas_DiMarzio	1	Richard_Parsons	1001
Nikki_McKibbin	1	Stephen_Swindal	1001
Nikki_McKibbin	1	Steven_Tyler	1001
Osama_Al_Baz	1	Patricia_Wartusch	1001
Osama_Al_Baz	1	Sandra_Day_OConner	1001
Patricia_Phillips	1	Thierry_Falise	1002
Paula_Locke	1	Teri_Files	1001
Peter_Bacanovic	2	Robert_Korzeniowski	1001
Pier_Ferdinando_Casini	1	Ratna_Sari_Dewi_Sukarno	1001
Priscilla_Presley	2	Raul_Rivero	1001
Raaf_Schefter	1	Rick_Dinse	1002
Richard_Sterner	1	Steven_Spielberg	1002
Rick_Dinse	2	Shavon_Earp	1001
Roberto_Lavagna	1	Sandra_Bullock	1004
Rod_Stewart	1	Steffi_Graf	1002
Rodolfo_Abalos	1	Thierry_Falise	1003
Roman_Tam	1	Zalmay_Khalilzad	1001
Scott_Hoch	1	Thomas_Stewart	1001
Seymour_Cassell	1	Todd_Haynes	1004
Shaun_Rusling	1	Vincent_Sombrotto	1001
Sheldon_Silver	1	Xavier_Malisse	1003
Stephane_Delajoux	1	Tristan_Gretzky	1001
Takahiro_Mori	1	Tony_Blair	1064
Thierry_Falise	2	Werner_Schlager	1001
Aaron_Sorkin	1	1002
Abdullah	1	1003
Abdullah	2	1003
Abdullah	2	1004
Abdullah	3	1004
Abid_Hamid_Mahmud_Al-Tikriti	1	1002
Abid_Hamid_Mahmud_Al-Tikriti	1	1003
Alan_Ball	1	1002
Albert_Costa	3	1005
Albert_Costa	5	1006
Ali_Khamenei	1	1002
Ali_Khamenei	1	1003
Amelia_Vega	1	1007
Amelia_Vega	2	1007
Amelia_Vega	3	1005
Antonio_Banderas	1	1005
Antonio_Banderas	2	1005
Antonio_Banderas	3	1005
Arye_Mekel	1	1002
Azra_Akin	1	1003
Azra_Akin	1	1004
Bernard_Landry	2	1003
Bernard_Landry	2	1004
Bernard_Landry	3	1004
Biljana_Plavsic	1	1002
Biljana_Plavsic	1	1003
Biljana_Plavsic	2	1003
Bob_Hope	1	1005
Bob_Hope	3	1006
Bob_Hope	4	1005
Bob_Hope	4	1007
Bridget_Fonda	1	1003
Bridget_Fonda	2	1003
Carlos_Ruiz	1	1003
Carlos_Ruiz	2	1003
Carly_Fiorina	1	1002
Carly_Fiorina	1	1003
Cherie_Blair	1	1003
Cherie_Blair	1	1004
Cherie_Blair	2	1004
Cherie_Blair	3	1004
Chuck_Yeager	1	1002
Chung_Mong-joon	1	1002
Claire_Hentzen	1	1002
Claire_Leger	1	1002
Darren_Clarke	1	1002
David_Caraway	1	1002
David_Leahy	1	1002
Dick_Cheney	2	1014
Dick_Cheney	3	1011
Dick_Cheney	3	1012
Dick_Cheney	8	1010
Dino_de_Laurentis	1	1002
Don_Nickles	1	1002
Doris_Schroeder	1	1003
Doris_Schroeder	2	1004
Eduardo_Duhalde	2	1003
Eduardo_Duhalde	2	1012
Eduardo_Duhalde	3	1004
Eduardo_Duhalde	6	1013
Eduardo_Duhalde	7	1010
Eduardo_Duhalde	10	1012
Edwin_Edwards	1	1003
Eric_Rosser	1	1002
Ernie_Eves	1	1002
Ernie_Fletcher	1	1002
Eva_Dimas	1	1002
Fernando_Vargas	1	1002
Fernando_Vargas	1	1003
Fernando_Vargas	1	1004
Fernando_Vargas	2	1003
Fernando_Vargas	3	1004
Frank_Lautenberg	1	1002
George_HW_Bush	1	1003
George_HW_Bush	2	1013
George_HW_Bush	4	1006
George_HW_Bush	5	1008
George_HW_Bush	9	1010
Gisele_Bundchen	1	1002
Glafcos_Clerides	1	1002
Glafcos_Clerides	1	1003
Glafcos_Clerides	2	1003
Glafcos_Clerides	2	1004
Greg_Gilbert	1	1002
Hashim_Thaci	1	1002
Hassan_Wirajuda	1	1002
Hector_Babenco	1	1003
Hector_Babenco	2	1003
Hideki_Matsui	1	1002
Hillary_Clinton	1	1010
Hillary_Clinton	1	1014
Hillary_Clinton	4	1005
Hillary_Clinton	7	1010
Hillary_Clinton	11	1013
Hisao_Oguchi	1	1002
Hitomi_Soga	1	1004
Hitomi_Soga	1	1005
Hitomi_Soga	2	1003
Hitomi_Soga	3	1004
JJ_Redick	1	1002
Jean_Brumley	1	1002
Jean_Carnahan	1	1002
Jeremy_Shockey	1	1002
Jerry_Regier	1	1003
Jerry_Regier	2	1003
Jerry_Springer	1	1002
Jerry_Springer	1	1004
Jessica_Lynch	1	1002
Jiang_Zemin	1	1017
Jiang_Zemin	2	1003
Jiang_Zemin	4	1010
Jiang_Zemin	7	1009
Jiang_Zemin	15	1018
Jim_Harrick	1	1002
Jiri_Novak	3	1004
Jiri_Novak	3	1008
Jiri_Novak	3	1009
Jiri_Novak	5	1006
Jiri_Novak	5	1010
Jiri_Novak	5	1011
Jiri_Novak	7	1010
Joe_Torre	1	1003
Joe_Torre	2	1004
John_Wolf	1	1002
Jonathan_Edwards	1	1006
Jonathan_Edwards	2	1007
Jonathan_Edwards	3	1006
Jonathan_Edwards	5	1006
Jonathan_Edwards	5	1007
Jonathan_Edwards	6	1008
Jose_Manuel_Durao_Barroso	1	1002
Jose_Manuel_Durao_Barroso	1	1006
Jose_Manuel_Durao_Barroso	2	1005
Jose_Manuel_Durao_Barroso	3	1005
Jose_Manuel_Durao_Barroso	4	1005
Joseph_Biden	1	1004
Joseph_Biden	2	1003
Joseph_Biden	3	1004
Judi_Dench	1	1002
Judy_Genshaft	1	1002
Keanu_Reeves	1	1009
Keanu_Reeves	4	1007
Keanu_Reeves	6	1009
Keanu_Reeves	6	1010
Keanu_Reeves	7	1012
Keira_Knightley	1	1002
Ken_Watanabe	1	1002
Kieran_Prendergast	1	1002
King_Abdullah_II	1	1003
King_Abdullah_II	1	1004
King_Abdullah_II	2	1005
King_Abdullah_II	3	1004
Kirk_Ferentz	1	1002
Kurt_Busch	1	1002
Larry_Bowa	1	1002
Larry_Thompson	1	1003
Larry_Thompson	1	1004
Larry_Thompson	2	1004
Laura_Bush	1	1011
Laura_Bush	21	1024
Laura_Bush	21	1039
Laura_Bush	26	1029
Lauren_Hutton	1	1002
Leslie_Ann_Woodward	1	1002
Leslie_Moonves	1	1002
Lyle_Vanclief	1	1002
Magui_Serna	1	1002
Makhdoom_Amin_Fahim	1	1003
Makhdoom_Amin_Fahim	2	1003
Marc-Andre_Fleury	1	1002
Marco_Antonio_Barrera	1	1005
Marco_Antonio_Barrera	5	1006
Marie-Reine_Le_Gougne	1	1002
Marieta_Chrousala	1	1002
Marieta_Chrousala	1	1003
Marieta_Chrousala	2	1003
Marina_Anissina	1	1002
Mark_Hamister	1	1002
Martha_Stewart	1	1003
Martha_Stewart	1	1005
Martha_Stewart	2	1003
Martha_Stewart	2	1005
Martha_Stewart	3	1004
Martin_Brodeur	1	1002
Martin_McCauley	1	1002
Martin_Verkerk	1	1002
Martin_Verkerk	1	1003
Martin_Verkerk	2	1003
Martina_McBride	1	1003
Martina_McBride	2	1004
Matt_Doherty	1	1002
Matt_Doherty	1	1003
Matt_Doherty	2	1003
Matthew_Perry	1	1006
Matthew_Perry	2	1007
Matthew_Perry	3	1004
Megawati_Sukarnoputri	6	1023
Megawati_Sukarnoputri	7	1022
Megawati_Sukarnoputri	10	1015
Megawati_Sukarnoputri	11	1024
Megawati_Sukarnoputri	20	1024
Megawati_Sukarnoputri	20	1030
Meghann_Shaughnessy	1	1002
Michael_Capellas	1	1002
Michael_Sullivan	1	1002
Mike_Brey	1	1002
Naji_Sabri	1	1006
Naji_Sabri	2	1004
Naji_Sabri	2	1007
Naji_Sabri	3	1008
Naji_Sabri	6	1007
Nanni_Moretti	1	1002
Nastassia_Kinski	1	1002
Natalie_Coughlin	2	1003
Natalie_Coughlin	4	1006
Natalie_Coughlin	5	1006
Norah_Jones	3	1015
Norah_Jones	4	1012
Norah_Jones	7	1015
Norah_Jones	9	1015
Norah_Jones	11	1012
Norm_Coleman	5	1007
Oscar_De_La_Hoya	1	1003
Oscar_De_La_Hoya	2	1006
Oscar_De_La_Hoya	2	1007
Pascal_Lamy	1	1002
Pat_Burns	1	1002
Paul_McCartney	3	1004
Paul_McCartney	3	1005
Paul_Wellstone	1	1002
Paul_Wellstone	1	1003
Paul_Wellstone	2	1003
Penelope_Cruz	1	1002
Penelope_Cruz	1	1003
Pete_Rose	1	1002
Prince_Harry	1	1002
Prince_Harry	2	1003
Princess_Caroline	1	1002
Princess_Caroline	2	1005
Raquel_Welch	1	1002
Reggie_Miller	1	1002
Renee_Zellweger	2	1013
Renee_Zellweger	2	1016
Renee_Zellweger	3	1016
Ricardo_Sanchez	1	1006
Ricardo_Sanchez	2	1004
Richard_Butler	1	1002
Rubens_Barrichello	2	1003
Rubens_Barrichello	4	1005
Rubens_Barrichello	4	1008
Rubens_Barrichello	6	1011
Rubens_Barrichello	9	1012
Samira_Makhmalbaf	1	1002
Samuel_Waksal	1	1002
Samuel_Waksal	1	1003
Samuel_Waksal	1	1004
Samuel_Waksal	2	1004
Scott_McClellan	1	1003
Scott_McClellan	2	1004
Scott_McClellan	2	1005
Scott_Rudin	1	1002
Shane_Warne	1	1002
Sheila_Wellstone	1	1002
Sheryl_Crow	1	1003
Silvan_Shalom	2	1003
Silvan_Shalom	2	1004
Silvan_Shalom	2	1006
Silvan_Shalom	3	1004
Silvan_Shalom	3	1006
Steve_Mariucci	1	1003
Steve_Mariucci	2	1003
Steven_Seagal	1	1002
